case index 1 = {
los index, 0
num freq, 1298
num column, 15
Freq,  combin,  path,  path thermal,  surface,  path multiple,  sing,  grnd,  drct,  total,  irrad,  irrad,  - nat log,  direct,  ToA,  bbody
[cm-1],  path trans,  emission,   scat,   emission,   scat,  scat,  rflt,  rflt,   rad,   ref,  @obs,  path trans,  emiss,  irrad,  temp[K]
5565, 0.246183, 8.11508e-14, 9.08793e-15, 5.79521e-14, 1.06317e-09, 3.05326e-09, 3.02113e-08, 2.89867e-08, 3.43278e-08, 4.57121e-07, 5.47775e-06, 1.40168, 0.756929, 5.47775e-06, 513.13
5580, 0.221034, 7.25272e-14, 7.82989e-15, 4.82274e-14, 8.42114e-10, 2.85655e-09, 2.91242e-08, 2.81308e-08, 3.28229e-08, 4.29457e-07, 5.50794e-06, 1.50944, 0.748911, 5.50794e-06, 512.774
5595, 0.408259, 6.16926e-14, 1.12434e-14, 8.2558e-14, 3.937e-09, 4.33206e-09, 7.87195e-08, 7.44181e-08, 8.69887e-08, 1.10112e-06, 5.53202e-06, 0.895855, 0.740935, 5.53202e-06, 547.984
5610, 0.444802, 5.15486e-14, 1.12804e-14, 8.33576e-14, 5.13689e-09, 4.54353e-09, 9.8311e-08, 9.28593e-08, 1.07992e-07, 1.33316e-06, 5.53182e-06, 0.810126, 0.733002, 5.53182e-06, 557.354
5625, 0.443929, 4.8318e-14, 1.05494e-14, 7.70924e-14, 5.27149e-09, 4.57807e-09, 9.93213e-08, 9.36972e-08, 1.09171e-07, 1.30658e-06, 5.55599e-06, 0.812092, 0.725111, 5.55599e-06, 558.954
5640, 0.613619, 3.12107e-14, 1.18811e-14, 9.87375e-14, 1.23154e-08, 5.96695e-09, 1.82708e-07, 1.69922e-07, 2.00991e-07, 2.30373e-06, 5.61066e-06, 0.488381, 0.717262, 5.61066e-06, 584.772
5655, 0.62109, 3.21644e-14, 1.0607e-14, 9.25948e-14, 1.26878e-08, 6.07047e-09, 1.83759e-07, 1.6999e-07, 2.02518e-07, 2.24272e-06, 5.62885e-06, 0.47628, 0.709455, 5.62885e-06, 586.31
5670, 0.633459, 2.36433e-14, 1.09735e-14, 8.7491e-14, 1.47731e-08, 6.14955e-09, 2.09628e-07, 1.94928e-07, 2.30551e-07, 2.50479e-06, 5.63159e-06, 0.45656, 0.70169, 5.63159e-06, 593.067
5685, 0.717621, 1.60833e-14, 1.06635e-14, 9.18155e-14, 2.07587e-08, 6.90972e-09, 2.68344e-07, 2.47394e-07, 2.96013e-07, 3.09873e-06, 5.66508e-06, 0.331814, 0.693965, 5.66508e-06, 605.285
5700, 0.753415, 1.33114e-14, 9.64389e-15, 8.92882e-14, 2.32336e-08, 7.23732e-09, 2.93885e-07, 2.69288e-07, 3.24356e-07, 3.29035e-06, 5.67291e-06, 0.283139, 0.686281, 5.67291e-06, 610.657
5715, 0.759306, 1.16829e-14, 9.09423e-15, 8.34194e-14, 2.46273e-08, 7.33337e-09, 3.07292e-07, 2.81393e-07, 3.39253e-07, 3.36284e-06, 5.69611e-06, 0.27535, 0.679245, 5.69611e-06, 613.956
5730, 0.714112, 1.2995e-14, 8.86388e-15, 7.40356e-14, 2.167e-08, 6.98314e-09, 2.77535e-07, 2.55904e-07, 3.06188e-07, 3.10794e-06, 5.68329e-06, 0.336715, 0.684375, 5.68329e-06, 610.534
5745, 0.747752, 1.04797e-14, 8.24724e-15, 7.31487e-14, 2.35512e-08, 7.2728e-09, 2.93231e-07, 2.69144e-07, 3.24055e-07, 3.32245e-06, 5.67801e-06, 0.290684, 0.689479, 5.67801e-06, 614.356
5760, 0.756674, 9.68858e-15, 7.60587e-15, 6.98365e-14, 2.19535e-08, 6.91011e-09, 2.74952e-07, 2.51979e-07, 3.03815e-07, 3.16226e-06, 5.31252e-06, 0.278823, 0.694556, 5.31252e-06, 612.667
5775, 0.808378, 5.81014e-15, 7.2886e-15, 7.03824e-14, 2.77953e-08, 7.91859e-09, 3.27576e-07, 2.98328e-07, 3.6329e-07, 3.80687e-06, 5.74385e-06, 0.212726, 0.699606, 5.74385e-06, 622.126
5790, 0.807767, 6.0404e-15, 6.49772e-15, 6.63384e-14, 2.66801e-08, 7.98988e-09, 3.19539e-07, 2.90148e-07, 3.54209e-07, 3.76547e-06, 5.81278e-06, 0.213481, 0.70463, 5.81278e-06, 622.2
5805, 0.73508, 8.54299e-15, 6.48473e-15, 5.69372e-14, 2.20729e-08, 7.49697e-09, 2.75974e-07, 2.5359e-07, 3.05544e-07, 3.34769e-06, 5.845e-06, 0.307776, 0.709629, 5.845e-06, 616.648
5820, 0.855895, 2.81997e-15, 5.89277e-15, 6.25199e-14, 3.05392e-08, 8.65005e-09, 3.51595e-07, 3.17799e-07, 3.90784e-07, 4.26841e-06, 5.88563e-06, 0.155608, 0.714601, 5.88563e-06, 629.314
5835, 0.828015, 3.81896e-15, 5.61212e-15, 5.70331e-14, 2.80936e-08, 8.46254e-09, 3.27366e-07, 2.96978e-07, 3.63923e-07, 4.05913e-06, 5.91056e-06, 0.188723, 0.719548, 5.91056e-06, 627.215
5850, 0.817805, 3.88662e-15, 5.28392e-15, 5.31111e-14, 2.67451e-08, 8.30695e-09, 3.12141e-07, 2.83405e-07, 3.47193e-07, 3.9428e-06, 5.86561e-06, 0.201131, 0.72447, 5.86561e-06, 626.266
5865, 0.845838, 2.73145e-15, 4.85686e-15, 5.17877e-14, 2.85854e-08, 8.67385e-09, 3.24426e-07, 2.92702e-07, 3.61685e-07, 4.14582e-06, 5.94871e-06, 0.167427, 0.729367, 5.94871e-06, 629.427
5880, 0.851318, 2.28698e-15, 4.62845e-15, 4.9135e-14, 2.89002e-08, 8.84954e-09, 3.28223e-07, 2.96357e-07, 3.65972e-07, 4.27453e-06, 5.98179e-06, 0.160969, 0.734238, 5.98179e-06, 631.231
5895, 0.85349, 2.00894e-15, 4.39637e-15, 4.62898e-14, 2.91268e-08, 8.94875e-09, 3.28842e-07, 2.96955e-07, 3.66917e-07, 4.32523e-06, 5.99871e-06, 0.158421, 0.736824, 5.99871e-06, 632.602
5910, 0.841421, 2.33575e-15, 4.08952e-15, 4.28568e-14, 2.79554e-08, 8.88384e-09, 3.17146e-07, 2.86477e-07, 3.53986e-07, 4.20703e-06, 6.02453e-06, 0.172663, 0.738976, 6.02453e-06, 632.16
5925, 0.873897, 1.17614e-15, 3.84954e-15, 4.17992e-14, 3.04218e-08, 9.15954e-09, 3.33956e-07, 3.00149e-07, 3.73537e-07, 4.44428e-06, 5.97907e-06, 0.134792, 0.741118, 5.97907e-06, 635.947
5940, 0.871653, 1.10921e-15, 3.62436e-15, 3.91501e-14, 3.00581e-08, 9.15284e-09, 3.301e-07, 2.96799e-07, 3.69311e-07, 4.43116e-06, 5.9675e-06, 0.137364, 0.743249, 5.9675e-06, 636.656
5955, 0.870541, 1.04647e-15, 3.404e-15, 3.6715e-14, 2.92951e-08, 8.98692e-09, 3.1928e-07, 2.86855e-07, 3.57562e-07, 4.31836e-06, 5.85519e-06, 0.138641, 0.745369, 5.85519e-06, 636.373
5970, 0.870533, 1.04223e-15, 3.20975e-15, 3.44736e-14, 2.99385e-08, 9.29917e-09, 3.2535e-07, 2.92267e-07, 3.64588e-07, 4.43658e-06, 6.01929e-06, 0.138649, 0.747479, 6.01929e-06, 638.541
5985, 0.874279, 8.85906e-16, 3.02516e-15, 3.25072e-14, 3.04923e-08, 9.49006e-09, 3.29591e-07, 2.95914e-07, 3.69574e-07, 4.5296e-06, 6.08878e-06, 0.134356, 0.749578, 6.08878e-06, 640.433
6000, 0.84405, 1.0048e-15, 2.79229e-15, 2.94652e-14, 2.85317e-08, 9.11813e-09, 3.08486e-07, 2.7736e-07, 3.46136e-07, 4.28128e-06, 6.16622e-06, 0.169544, 0.751667, 6.16622e-06, 638.57
6015, 0.870121, 8.53624e-16, 2.67736e-15, 2.85177e-14, 3.03307e-08, 9.67093e-09, 3.26094e-07, 2.92743e-07, 3.66095e-07, 4.55688e-06, 6.18542e-06, 0.139123, 0.753745, 6.18542e-06, 642.475
6030, 0.874587, 6.44857e-16, 2.51598e-15, 2.691e-14, 3.08045e-08, 9.76983e-09, 3.28219e-07, 2.94339e-07, 3.68793e-07, 4.62052e-06, 6.21364e-06, 0.134004, 0.755813, 6.21364e-06, 644.071
6045, 0.867064, 6.93446e-16, 2.3612e-15, 2.5045e-14, 3.01541e-08, 9.73587e-09, 3.20924e-07, 2.87896e-07, 3.60814e-07, 4.55778e-06, 6.23563e-06, 0.142643, 0.75787, 6.23563e-06, 644.27
6060, 0.855692, 6.90866e-16, 2.20449e-15, 2.32022e-14, 2.92635e-08, 9.58406e-09, 3.10637e-07, 2.78754e-07, 3.49485e-07, 4.45067e-06, 6.25244e-06, 0.155845, 0.759917, 6.25244e-06, 643.992
6075, 0.865849, 5.67849e-16, 2.08782e-15, 2.20361e-14, 2.99769e-08, 9.80321e-09, 3.16076e-07, 2.83378e-07, 3.55856e-07, 4.56173e-06, 6.25646e-06, 0.144044, 0.761877, 6.25646e-06, 646.095
6090, 0.864453, 4.84263e-16, 1.96003e-15, 2.06489e-14, 2.8413e-08, 9.31738e-09, 2.97825e-07, 2.66917e-07, 3.35556e-07, 4.33215e-06, 5.95881e-06, 0.145658, 0.763823, 5.95881e-06, 644.539
6105, 0.873355, 4.36108e-16, 1.85427e-15, 1.95791e-14, 3.03414e-08, 1.00098e-08, 3.16926e-07, 2.83834e-07, 3.57277e-07, 4.64481e-06, 6.26328e-06, 0.135413, 0.765759, 6.26328e-06, 648.768
6120, 0.874596, 4.03205e-16, 1.74591e-15, 1.84009e-14, 3.05676e-08, 1.01592e-08, 3.17823e-07, 2.84518e-07, 3.5855e-07, 4.69462e-06, 6.31677e-06, 0.133994, 0.767686, 6.31677e-06, 650.179
6135, 0.881314, 3.06067e-16, 1.64781e-15, 1.74011e-14, 3.1156e-08, 1.03309e-08, 3.21745e-07, 2.87805e-07, 3.63232e-07, 4.78838e-06, 6.33756e-06, 0.126341, 0.769604, 6.33756e-06, 652.044
6150, 0.882298, 2.87288e-16, 1.55265e-15, 1.63478e-14, 3.11511e-08, 1.04156e-08, 3.20439e-07, 2.86567e-07, 3.62006e-07, 4.8076e-06, 6.34749e-06, 0.125225, 0.771512, 6.34749e-06, 653.121
6165, 0.88255, 2.616e-16, 1.46067e-15, 1.5345e-14, 3.10931e-08, 1.04717e-08, 3.18539e-07, 2.84754e-07, 3.60104e-07, 4.81722e-06, 6.35584e-06, 0.124939, 0.773411, 6.35584e-06, 654.107
6180, 0.875401, 3.02245e-16, 1.36948e-15, 1.42824e-14, 3.03426e-08, 1.0416e-08, 3.10507e-07, 2.77676e-07, 3.51265e-07, 4.73699e-06, 6.36143e-06, 0.133073, 0.775301, 6.36143e-06, 654.148
6195, 0.865987, 3.05756e-16, 1.27823e-15, 1.32574e-14, 2.92681e-08, 1.01909e-08, 2.98771e-07, 2.67204e-07, 3.3823e-07, 4.59682e-06, 6.31668e-06, 0.143886, 0.777182, 6.31668e-06, 653.568
6210, 0.829148, 3.96081e-16, 1.17468e-15, 1.19101e-14, 2.52485e-08, 9.12914e-09, 2.59021e-07, 2.32173e-07, 2.93398e-07, 4.028e-06, 6.01921e-06, 0.187356, 0.779053, 6.01921e-06, 648.049
6225, 0.843353, 3.11204e-16, 1.11407e-15, 1.13662e-14, 2.75738e-08, 9.89763e-09, 2.80405e-07, 2.50998e-07, 3.17877e-07, 4.39163e-06, 6.35015e-06, 0.17037, 0.780916, 6.35015e-06, 653.067
6240, 0.803244, 4.06374e-16, 1.02403e-15, 1.01569e-14, 2.4781e-08, 9.29312e-09, 2.53647e-07, 2.27678e-07, 2.87721e-07, 4.0176e-06, 6.37051e-06, 0.219096, 0.782769, 6.37051e-06, 649.578
6255, 0.85946, 2.65638e-16, 9.97355e-16, 1.01967e-14, 2.86592e-08, 1.04128e-08, 2.88632e-07, 2.57974e-07, 3.27704e-07, 4.59226e-06, 6.41454e-06, 0.151451, 0.784665, 6.41454e-06, 656.982
6270, 0.875107, 2.10298e-16, 9.50701e-16, 9.74215e-15, 2.95736e-08, 1.07073e-08, 2.95636e-07, 2.63995e-07, 3.35917e-07, 4.74326e-06, 6.37552e-06, 0.133409, 0.786654, 6.37552e-06, 659.403
6285, 0.875117, 1.95429e-16, 8.94357e-16, 9.14126e-15, 2.90681e-08, 1.06178e-08, 2.89388e-07, 2.58349e-07, 3.29073e-07, 4.68528e-06, 6.29741e-06, 0.133397, 0.788633, 6.29741e-06, 659.642
6300, 0.873446, 1.86905e-16, 8.40265e-16, 8.56065e-15, 2.79279e-08, 1.03122e-08, 2.77074e-07, 2.47325e-07, 3.15315e-07, 4.52755e-06, 6.10989e-06, 0.135308, 0.790603, 6.10989e-06, 658.82
6315, 0.86289, 1.92708e-16, 7.83381e-16, 7.9349e-15, 2.84827e-08, 1.06966e-08, 2.8201e-07, 2.51766e-07, 3.2119e-07, 4.6524e-06, 6.44305e-06, 0.147468, 0.792564, 6.44305e-06, 660.933
6330, 0.825478, 2.48941e-16, 7.18962e-16, 7.12183e-15, 2.5714e-08, 1.00638e-08, 2.5608e-07, 2.29149e-07, 2.91858e-07, 4.27469e-06, 6.45064e-06, 0.191792, 0.794515, 6.45064e-06, 657.582
6345, 0.835225, 2.04433e-16, 6.78364e-16, 6.76044e-15, 2.63091e-08, 1.02654e-08, 2.59967e-07, 2.32328e-07, 2.96542e-07, 4.37533e-06, 6.46526e-06, 0.180054, 0.796457, 6.46526e-06, 659.56
6360, 0.797135, 2.50458e-16, 6.23302e-16, 6.05304e-15, 2.30791e-08, 9.39729e-09, 2.29462e-07, 2.05612e-07, 2.61939e-07, 3.90932e-06, 6.30724e-06, 0.226732, 0.79839, 6.30724e-06, 654.913
6375, 0.853508, 1.70776e-16, 6.09142e-16, 6.08003e-15, 2.66772e-08, 1.05185e-08, 2.60645e-07, 2.32578e-07, 2.97841e-07, 4.46463e-06, 6.33198e-06, 0.1584, 0.800314, 6.33198e-06, 662.211
6390, 0.871587, 1.2895e-16, 5.8153e-16, 5.82439e-15, 2.86086e-08, 1.11865e-08, 2.76959e-07, 2.46857e-07, 3.16754e-07, 4.78462e-06, 6.4892e-06, 0.137439, 0.802228, 6.4892e-06, 666.392
6405, 0.86996, 1.26364e-16, 5.46577e-16, 5.45337e-15, 2.83454e-08, 1.12211e-08, 2.73511e-07, 2.43758e-07, 3.13077e-07, 4.77052e-06, 6.49617e-06, 0.139308, 0.804134, 6.49617e-06, 667.051
6420, 0.874096, 1.01986e-16, 5.14859e-16, 5.1397e-15, 2.763e-08, 1.09437e-08, 2.64811e-07, 2.35847e-07, 3.03384e-07, 4.66083e-06, 6.28245e-06, 0.134565, 0.806031, 6.28245e-06, 666.757
6435, 0.871127, 1.04974e-16, 4.83594e-16, 4.8046e-15, 2.79551e-08, 1.12395e-08, 2.67213e-07, 2.37987e-07, 3.06407e-07, 4.74936e-06, 6.44939e-06, 0.137968, 0.807919, 6.44939e-06, 668.455
6450, 0.864098, 1.20176e-16, 4.53425e-16, 4.47017e-15, 2.75174e-08, 1.13221e-08, 2.62892e-07, 2.34224e-07, 3.01731e-07, 4.72045e-06, 6.52421e-06, 0.146069, 0.809798, 6.52421e-06, 668.934
6465, 0.863908, 1.10553e-16, 4.26171e-16, 4.19244e-15, 2.73072e-08, 1.13383e-08, 2.59691e-07, 2.31304e-07, 2.98336e-07, 4.7111e-06, 6.51491e-06, 0.146289, 0.811797, 6.51491e-06, 669.607
6480, 0.845844, 1.4889e-16, 3.97256e-16, 3.85054e-15, 2.49102e-08, 1.08138e-08, 2.38648e-07, 2.12883e-07, 2.74372e-07, 4.3826e-06, 6.32645e-06, 0.167421, 0.813802, 6.32645e-06, 666.807
6495, 0.854859, 1.08483e-16, 3.74315e-16, 3.65043e-15, 2.63831e-08, 1.12984e-08, 2.49521e-07, 2.22268e-07, 2.87203e-07, 4.6254e-06, 6.54285e-06, 0.156818, 0.815798, 6.54285e-06, 670.209
6510, 0.834634, 1.50397e-16, 3.48824e-16, 3.34309e-15, 2.40084e-08, 1.08277e-08, 2.29156e-07, 2.04477e-07, 2.63992e-07, 4.30155e-06, 6.38867e-06, 0.180762, 0.817785, 6.38867e-06, 667.392
6525, 0.834784, 1.41572e-16, 3.28406e-16, 3.13628e-15, 2.43906e-08, 1.11409e-08, 2.33045e-07, 2.0803e-07, 2.68576e-07, 4.42432e-06, 6.53657e-06, 0.180582, 0.819762, 6.53657e-06, 669.422
6540, 0.808594, 1.92339e-16, 3.05467e-16, 2.84935e-15, 2.23472e-08, 1.09768e-08, 2.18383e-07, 1.95596e-07, 2.51707e-07, 4.2058e-06, 6.57395e-06, 0.212459, 0.821731, 6.57395e-06, 667.545
6555, 0.784616, 2.26767e-16, 2.83422e-16, 2.59318e-15, 2.00915e-08, 1.04939e-08, 1.98937e-07, 1.78545e-07, 2.29522e-07, 3.88183e-06, 6.43361e-06, 0.242561, 0.82369, 6.43361e-06, 664.403
6570, 0.814774, 1.53396e-16, 2.71411e-16, 2.52557e-15, 2.2562e-08, 1.11754e-08, 2.19617e-07, 1.967e-07, 2.53354e-07, 4.32439e-06, 6.5961e-06, 0.204845, 0.825641, 6.5961e-06, 670.264
6585, 0.714507, 3.02556e-16, 2.41132e-16, 2.07712e-15, 1.57399e-08, 9.86482e-09, 1.67693e-07, 1.51948e-07, 1.93297e-07, 3.37815e-06, 6.47122e-06, 0.336163, 0.827582, 6.47122e-06, 658.835
6600, 0.710686, 2.69425e-16, 2.31278e-16, 1.93755e-15, 1.57343e-08, 9.92139e-09, 1.68866e-07, 1.53466e-07, 1.94522e-07, 3.45059e-06, 6.50364e-06, 0.341525, 0.829515, 6.50364e-06, 660.313
6615, 0.713761, 2.60431e-16, 2.13443e-16, 1.82487e-15, 1.58802e-08, 1.01364e-08, 1.68462e-07, 1.52689e-07, 1.94479e-07, 3.47229e-06, 6.61975e-06, 0.337207, 0.831439, 6.61975e-06, 661.49
6630, 0.694547, 2.40883e-16, 2.07009e-16, 1.66523e-15, 1.49753e-08, 9.88708e-09, 1.60778e-07, 1.46471e-07, 1.85641e-07, 3.36917e-06, 6.55187e-06, 0.364495, 0.833354, 6.55187e-06, 660.543
6645, 0.564821, 3.48861e-16, 1.72783e-16, 1.26987e-15, 8.74696e-09, 8.24876e-09, 1.10451e-07, 1.02138e-07, 1.27446e-07, 2.37661e-06, 6.41284e-06, 0.571246, 0.835261, 6.41284e-06, 644.937
6660, 0.672933, 2.39406e-16, 1.76549e-16, 1.41869e-15, 1.33531e-08, 9.59805e-09, 1.45475e-07, 1.32589e-07, 1.68426e-07, 3.12111e-06, 6.49552e-06, 0.396109, 0.837159, 6.49552e-06, 658.477
6675, 0.552147, 3.13534e-16, 1.49737e-16, 1.08872e-15, 8.44551e-09, 8.38495e-09, 1.06522e-07, 9.84711e-08, 1.23352e-07, 2.3145e-06, 6.60379e-06, 0.593941, 0.836914, 6.60379e-06, 645.838
6690, 0.482308, 3.46945e-16, 1.26941e-16, 8.87644e-16, 6.17021e-09, 7.6604e-09, 8.60521e-08, 8.00914e-08, 9.98827e-08, 1.86028e-06, 6.65915e-06, 0.729172, 0.834966, 6.65915e-06, 637.946
6705, 0.446834, 3.57007e-16, 1.11387e-16, 7.67556e-16, 5.10763e-09, 7.28444e-09, 7.22488e-08, 6.72118e-08, 8.46409e-08, 1.54299e-06, 6.65413e-06, 0.805567, 0.833026, 6.65413e-06, 632.157
6720, 0.244633, 3.87114e-16, 6.72425e-17, 3.92214e-16, 1.21515e-09, 4.82521e-09, 2.72777e-08, 2.60541e-08, 3.3318e-08, 5.9129e-07, 6.53677e-06, 1.408, 0.831095, 6.53677e-06, 596.846
6735, 0.289893, 3.65234e-16, 7.1652e-17, 4.33797e-16, 1.85801e-09, 5.49957e-09, 3.59772e-08, 3.41065e-08, 4.33348e-08, 7.65325e-07, 6.64433e-06, 1.23824, 0.829173, 6.64433e-06, 607.789
6750, 0.206838, 3.43134e-16, 5.18762e-17, 2.88879e-16, 8.65887e-10, 4.50154e-09, 2.07469e-08, 1.98753e-08, 2.61143e-08, 4.41046e-07, 6.66169e-06, 1.57582, 0.827259, 6.66169e-06, 590.148
6765, 0.150715, 3.27236e-16, 3.85139e-17, 1.9646e-16, 4.48046e-10, 3.84359e-09, 1.16413e-08, 1.12135e-08, 1.59329e-08, 2.4612e-07, 6.63582e-06, 1.89237, 0.825354, 6.63582e-06, 573.994
6780, 0.260259, 3.16649e-16, 5.45864e-17, 3.16629e-16, 1.5262e-09, 5.21519e-09, 2.80359e-08, 2.65044e-08, 3.47773e-08, 5.75484e-07, 6.6725e-06, 1.34608, 0.823457, 6.6725e-06, 602.777
6795, 0.0627841, 2.44016e-16, 1.78193e-17, 7.12884e-17, 9.95579e-11, 2.68451e-09, 2.77854e-09, 2.71735e-09, 5.5626e-09, 5.83769e-08, 6.68196e-06, 2.76805, 0.821569, 6.68196e-06, 542.451
6810, 0.12695, 2.60535e-16, 2.80191e-17, 1.3453e-16, 3.31997e-10, 3.57196e-09, 8.49975e-09, 8.19553e-09, 1.24037e-08, 1.74229e-07, 6.68619e-06, 2.06396, 0.819689, 6.68619e-06, 568.746
6825, 0.208708, 2.53723e-16, 3.81167e-17, 2.06416e-16, 9.58542e-10, 4.603e-09, 2.0437e-08, 1.94775e-08, 2.59985e-08, 4.09818e-07, 6.68426e-06, 1.56682, 0.817817, 6.68426e-06, 595.346
6840, 0.14142, 2.43376e-16, 2.71777e-17, 1.30534e-16, 4.32813e-10, 3.85699e-09, 9.80376e-09, 9.40321e-09, 1.40936e-08, 1.95845e-07, 6.69169e-06, 1.95602, 0.815953, 6.69169e-06, 575.075
6855, 0.260013, 2.15386e-16, 3.93936e-17, 2.23984e-16, 1.62092e-09, 5.19712e-09, 2.99773e-08, 2.83405e-08, 3.67954e-08, 5.84371e-07, 6.68677e-06, 1.34702, 0.814098, 6.68677e-06, 610.328
6870, 0.170346, 2.1822e-16, 2.75244e-17, 1.36948e-16, 6.48139e-10, 4.17034e-09, 1.25882e-08, 1.19675e-08, 1.74067e-08, 2.44337e-07, 6.59865e-06, 1.76992, 0.81225, 6.59865e-06, 584.359
6885, 0.130163, 1.92242e-16, 2.07821e-17, 9.76584e-17, 3.71882e-10, 3.73538e-09, 9.57622e-09, 9.23283e-09, 1.36835e-08, 1.86676e-07, 6.67891e-06, 2.03897, 0.810411, 6.67891e-06, 577.199
6900, 0.107809, 1.75384e-16, 1.71333e-17, 7.54655e-17, 2.65889e-10, 3.45756e-09, 7.06701e-09, 6.83948e-09, 1.07905e-08, 1.36796e-07, 6.68541e-06, 2.22739, 0.808348, 6.68541e-06, 570.346
6915, 0.0434332, 1.37716e-16, 8.58515e-18, 2.83375e-17, 7.12392e-11, 2.54297e-09, 1.48985e-09, 1.46004e-09, 4.10406e-09, 2.87775e-08, 6.65361e-06, 3.13653, 0.805518, 6.65361e-06, 541.32
6930, 0.0631991, 1.34238e-16, 1.02023e-17, 3.84321e-17, 1.11686e-10, 2.7579e-09, 2.92973e-09, 2.8598e-09, 5.79931e-09, 5.55619e-08, 6.62078e-06, 2.76147, 0.802701, 6.62078e-06, 552.696
6945, 0.0588511, 1.33859e-16, 9.56183e-18, 3.33561e-17, 1.0953e-10, 2.82201e-09, 2.49483e-09, 2.43389e-09, 5.42637e-09, 4.66242e-08, 6.64529e-06, 2.83274, 0.799896, 6.64529e-06, 551.662
6960, 0.0344839, 9.60753e-17, 5.89268e-18, 1.82168e-17, 5.31553e-11, 2.19354e-09, 1.04039e-09, 1.02149e-09, 3.28709e-09, 1.92986e-08, 6.70577e-06, 3.36726, 0.797103, 6.70577e-06, 537.778
6975, 0.0235867, 8.62404e-17, 4.36788e-18, 1.16132e-17, 4.08775e-11, 2.10691e-09, 7.1774e-10, 7.09499e-10, 2.86552e-09, 1.3223e-08, 6.70712e-06, 3.74707, 0.794323, 6.70712e-06, 534.81
6990, 0.0794764, 1.09136e-16, 9.18531e-18, 3.64708e-17, 1.65304e-10, 3.18357e-09, 4.6673e-09, 4.54077e-09, 8.01618e-09, 8.35027e-08, 6.7112e-06, 2.53229, 0.791554, 6.7112e-06, 566.841
7005, 0.0235566, 7.83804e-17, 3.83045e-18, 1.00749e-17, 4.36936e-11, 2.30252e-09, 6.84279e-10, 6.7579e-10, 3.03049e-09, 1.22652e-08, 6.71818e-06, 3.74835, 0.788797, 6.71818e-06, 538.347
7020, 0.019946, 6.50664e-17, 2.99309e-18, 7.95055e-18, 3.64187e-11, 2.15685e-09, 6.61551e-10, 6.55593e-10, 2.85482e-09, 1.1746e-08, 6.72083e-06, 3.91472, 0.786051, 6.72083e-06, 537.6
7035, 0.0214091, 7.12357e-17, 3.37283e-18, 7.95331e-18, 4.50199e-11, 2.37011e-09, 5.42588e-10, 5.35487e-10, 2.95772e-09, 9.47308e-09, 6.72848e-06, 3.84394, 0.783318, 6.72848e-06, 539.582
7050, 0.00463305, 4.09735e-17, 1.20448e-18, 1.60406e-18, 1.80415e-11, 1.74222e-09, 5.89001e-11, 5.86534e-11, 1.81916e-09, 1.02474e-09, 6.73258e-06, 5.37454, 0.780596, 6.73258e-06, 526.901
7065, 0.00523385, 3.90232e-17, 1.18206e-18, 1.68879e-18, 1.85731e-11, 1.76575e-09, 6.888e-11, 6.85531e-11, 1.8532e-09, 1.18308e-09, 6.7249e-06, 5.25261, 0.777885, 6.7249e-06, 528.356
7080, 0.00538448, 4.33294e-17, 1.3861e-18, 1.61917e-18, 2.40049e-11, 1.94242e-09, 4.79615e-11, 4.7608e-11, 2.01439e-09, 8.11752e-10, 6.74288e-06, 5.22424, 0.775186, 6.74288e-06, 531.606
7095, 0.000742773, 2.29435e-17, 4.70409e-19, 2.0816e-19, 1.0406e-11, 1.47509e-09, 1.73189e-12, 1.72713e-12, 1.48723e-09, 2.9101e-11, 6.74774e-06, 7.20512, 0.772499, 6.74774e-06, 524.258
7110, 0.000408671, 1.68591e-17, 3.05187e-19, 1.06733e-19, 7.60717e-12, 1.34559e-09, 5.90132e-13, 5.88806e-13, 1.35379e-09, 9.80563e-12, 6.75255e-06, 7.8026, 0.769823, 6.75255e-06, 522.673
7125, 0.000390612, 1.89089e-17, 3.58903e-19, 9.50721e-20, 9.90634e-12, 1.46773e-09, 4.43118e-13, 4.41908e-13, 1.47808e-09, 7.27506e-12, 6.75363e-06, 7.8478, 0.767158, 6.75363e-06, 525.966
7140, 1.55828e-06, 5.39605e-18, 5.15626e-20, 3.5345e-22, 2.55329e-12, 9.83687e-10, 8.83303e-21, 0, 9.8624e-10, 0, 6.76067e-06, 13.3719, 0.764504, 6.76067e-06, 516.191
7155, 0.000258772, 1.67555e-17, 3.22293e-19, 5.46776e-20, 1.01949e-11, 1.49214e-09, 1.1586e-13, 1.1535e-13, 1.50245e-09, 1.85453e-12, 6.76606e-06, 8.25956, 0.761577, 6.76606e-06, 528.282
7170, 2.9935e-06, 6.77473e-18, 7.72764e-20, 5.89167e-22, 4.05661e-12, 1.12278e-09, 3.20345e-17, 3.19989e-17, 1.12683e-09, 5.08105e-16, 6.76971e-06, 12.7191, 0.758594, 6.76971e-06, 521.522
7185, 2.62552e-05, 9.84476e-18, 1.46436e-19, 4.81321e-21, 6.56799e-12, 1.31386e-09, 1.15897e-15, 1.15519e-15, 1.32043e-09, 1.812e-14, 6.77383e-06, 10.5476, 0.755624, 6.77383e-06, 526.668
7200, 5.74166e-05, 9.54493e-18, 1.54414e-19, 9.80421e-21, 6.79593e-12, 1.31622e-09, 5.73779e-15, 5.71713e-15, 1.32302e-09, 8.86056e-14, 6.77966e-06, 9.76518, 0.752667, 6.77966e-06, 527.652
